namecity,lat,lng,namecountry
Augustow,53.8436,22.9794,Poland
Brodnica,53.2597,19.3956,Poland
Swarzedz,52.4083,17.0714,Poland
Nowy Dwor Mazowiecki,52.4333,20.7167,Poland
Reda,54.6167,18.3500,Poland
Srem,52.0886,17.0147,Poland
Krotoszyn,51.6833,17.4333,Poland
Kobylka,52.3333,21.2000,Poland
Bilgoraj,50.5500,22.7333,Poland
Gorlice,49.6547,21.1597,Poland
Klodzko,50.4333,16.6500,Poland
Zakopane,49.3000,19.9500,Poland
Brzozow,49.7000,22.0167,Poland
Wagrowiec,52.8000,17.2000,Poland
Turek,52.0167,18.5000,Poland
Jarocin,51.9667,17.5000,Poland
Wieliczka,49.9894,20.0661,Poland
Wyszkow,52.5928,21.4584,Poland
Kluczbork,50.9833,18.2167,Poland
Swiecie,53.4167,18.4333,Poland
Pszczyna,49.9833,18.9500,Poland
Walcz,53.2667,16.4667,Poland
Skawina,49.9833,19.8333,Poland
Koscierzyna,54.1167,17.9833,Poland
Bialogard,54.0000,15.9833,Poland
Zagan,51.6167,15.3167,Poland
Sandomierz,50.6833,21.7500,Poland
Konstancin-Jeziorna,52.0833,21.1167,Poland
Sroda Wielkopolska,52.2333,17.2833,Poland
Bierun Stary,50.0897,19.0928,Poland
Lubliniec,50.6833,18.6833,Poland
Jawor,51.0500,16.2000,Poland
Ostrow Mazowiecka,52.8000,21.9000,Poland
Plonsk,52.6333,20.3833,Poland
Lubartow,51.4667,22.6000,Poland
Kolo,52.2000,18.6333,Poland
Grajewo,53.6500,22.4500,Poland
Swiebodzice,50.8667,16.3333,Poland
Dzialdowo,53.2333,20.1833,Poland
Mragowo,53.8667,21.3000,Poland
Leczna,51.3000,22.8833,Poland
Goleniow,53.5636,14.8281,Poland
Zambrow,52.9833,22.2500,Poland
Aleksandrow Lodzki,51.8194,19.3039,Poland
Sulejowek,52.2442,21.2800,Poland
Swiedbodzin,52.2500,15.5333,Poland
Polkowice,51.5000,16.0667,Poland
Opoczno,51.3772,20.2869,Poland
Jozefow,52.1333,21.2333,Poland
Orzesze,50.1500,18.7500,Poland
Nowa Ruda,50.5833,16.5000,Poland
Chelmno,53.3492,18.4231,Poland
Laziska Gorne,50.1500,18.8500,Poland
Hajnowka,52.7333,23.5833,Poland
Wielun,51.2206,18.5700,Poland
Prudnik,50.3228,17.5767,Poland
Gryfino,53.2531,14.4875,Poland
Luban,51.1181,15.2889,Poland
Rawicz,51.6092,16.8575,Poland
Pleszew,51.8833,17.7833,Poland
Chodziez,52.9833,16.9000,Poland
Gostyn,51.8792,17.0125,Poland
Zlotow,53.3603,17.0408,Poland
Kety,49.9000,19.2167,Poland
Giszowiec,50.2333,19.0667,Poland
Tomaszow Lubelski,50.4500,23.4167,Poland
Ozorkow,51.9667,19.2833,Poland
Deblin,51.5667,21.8614,Poland
Bierun,50.1333,19.1000,Poland
Trzebinia,50.1667,19.4833,Poland
Naklo nad Notecia,53.1403,17.5928,Poland
Konstantynow Lodzki,51.7500,19.3333,Poland
Andrychow,49.8550,19.3414,Poland
Jasien,54.3399,18.5600,Poland
Sokolow Podlaski,52.4000,22.2500,Poland
Pultusk,52.7000,21.0833,Poland
Lancut,50.0667,22.2333,Poland
Krasnystaw,50.9833,23.1833,Poland
Gostynin,52.4167,19.4667,Poland
Kamienna Gora,50.7833,16.0333,Poland
Rawa Mazowiecka,51.7658,20.2533,Poland
Szamotuly,52.6000,16.5833,Poland
Myslenice,49.8347,19.9389,Poland
Miedzyrzecz,52.4483,15.5883,Poland
Kostrzyn nad Odra,52.5883,14.6667,Poland
Zielonka,52.3008,21.1586,Poland
Garwolin,51.9000,21.6333,Poland
Konskie,51.2000,20.4167,Poland
Braniewo,54.3833,19.8333,Poland
Pisz,53.6333,21.8000,Poland
Wadowice,49.8833,19.5000,Poland
Sierpc,52.8833,19.6667,Poland
Lask,51.5903,19.1333,Poland
Rypin,53.0667,19.4500,Poland
Oborniki,52.6500,16.8167,Poland
Pyskowice,50.3833,18.6167,Poland
Miedzyrzec Podlaski,51.9833,22.7833,Poland
Zlotoryja,51.1333,15.9167,Poland
Milanowek,52.1333,20.6833,Poland
Sokolka,53.4000,23.5000,Poland
Pionki,51.4833,21.4500,Poland
Strzelce Opolskie,50.5000,18.2833,Poland
Radzionkow Nowy,50.3833,18.8833,Poland
Hrubieszow,50.8167,23.8833,Poland
Przasnysz,53.0167,20.8833,Poland
Grojec,51.8656,20.8675,Poland
Ustka,54.5833,16.8500,Poland
Kozienice,51.5833,21.5667,Poland
Brzesko,49.9667,20.6167,Poland
Gubin,51.9500,14.7167,Poland
Leczyca,52.0500,19.2000,Poland
Namyslow,51.0728,17.7069,Poland
Bytow,54.1333,17.5000,Poland
Osowa,54.4272,18.4708,Poland
Krapkowice,50.4667,17.9667,Poland
Bogatynia,50.9069,14.9569,Poland
Trzcianka,53.0500,16.4667,Poland
Libiaz,50.1000,19.3167,Poland
Strzegom,50.9611,16.3444,Poland
Gryfice,53.9147,15.1986,Poland
Chelmza,53.1847,18.6042,Poland
Slubice,52.3500,14.5667,Poland
Olecko,54.0333,22.5000,Poland
Ustron,49.7194,18.8119,Poland
Przeworsk,50.0667,22.5000,Poland
Niepolomice,50.0339,20.2172,Poland
Sulechow,52.0833,15.6167,Poland
Nowogard,53.6667,15.1167,Poland
Ropczyce,50.0500,21.6167,Poland
Swidwin,53.7833,15.7667,Poland
Lidzbark Warminski,54.1167,20.5833,Poland
Jozefoslaw,52.1005,21.0463,Poland
Jedrzejow,50.6333,20.3000,Poland
Radzyn Podlaski,51.7828,22.6242,Poland
Solec Kujawski,53.0833,18.2333,Poland
Siemiatycze,52.4272,22.8625,Poland
Jelcz-Laskowice,51.0333,17.3333,Poland
Limanowa,49.7006,20.4267,Poland
Glucholazy,50.3131,17.3742,Poland
Grodzisk Wielkopolski,52.2333,16.3667,Poland
Wladyslawowo,54.8000,18.4000,Poland
Choszczno,53.1667,15.4167,Poland
Boguszow-Gorce,50.7667,16.2000,Poland
Busko-Zdroj,50.4667,20.7167,Poland
Nisko,50.5200,22.1394,Poland
Lipno,52.8500,19.1667,Poland
Lapy,52.9833,22.8833,Poland
Czluchow,53.6667,17.3667,Poland
Radzymin,52.4167,21.1833,Poland
Wabrzezno,53.2833,18.9500,Poland
Brwinow,52.1417,20.7167,Poland
Zabkowice Slaskie,50.5833,16.8167,Poland
Wschowa,51.8000,16.3167,Poland
Mosina,52.2467,16.8450,Poland
Ozarow Mazowiecki,52.2167,20.8000,Poland
Slupca,52.3000,17.8667,Poland
Plewiska,52.3664,16.8089,Poland
Darlowo,54.4208,16.4097,Poland
Kartuzy,54.3333,18.2000,Poland
Lubsko,51.8000,14.9667,Poland
Staszow,50.5642,21.1669,Poland
Nowy Tomysl,52.3167,16.1333,Poland
Glowno,51.9642,19.7117,Poland
Ostrzeszow,51.4167,17.9333,Poland
Kepno,51.2833,17.9833,Poland
Golub-Dobrzyn,53.1000,19.0500,Poland
Skoczow,49.8006,18.7883,Poland
Aleksandrow Kujawski,52.8767,18.6936,Poland
Lezajsk,50.2667,22.4333,Poland
Goldap,54.3161,22.3094,Poland
Wlodawa,51.5500,23.5500,Poland
Trzebnica,51.3050,17.0614,Poland
Glubczyce,50.2011,17.8247,Poland
Znin,52.8500,17.7000,Poland
Wolsztyn,52.1167,16.1167,Poland
Nidzica,53.3667,20.4333,Poland
Kozy,49.8667,19.1500,Poland
Tuchola,53.6000,17.8500,Poland
Barlinek,53.0000,15.2000,Poland
Morag,53.9167,19.9333,Poland
Debno,52.7333,14.7000,Poland
Brzeg Dolny,51.2708,16.7208,Poland
Brzeziny,51.8000,19.7500,Poland
Lubaczow,50.1500,23.1167,Poland
Slawno,54.3583,16.6750,Poland
Klobuck,50.9167,18.9333,Poland
Pyrzyce,53.1333,14.8833,Poland
Koluszki,51.7500,19.8000,Poland
Brzeszcze,50.0000,19.1500,Poland
Sedziszow Malopolski,50.0667,21.7000,Poland
Zlocieniec,53.5269,16.0122,Poland
Blonie,52.2000,20.6167,Poland
Wolow,51.3414,16.6283,Poland
Wegrow,52.4000,22.0167,Poland
Wasilkow,53.2050,23.2044,Poland
Strzelin,50.7833,17.0667,Poland
Suchanino,54.3566,18.6056,Poland
Paslek,54.0500,19.6667,Poland
Warka,51.7833,21.2000,Poland
Gora Kalwaria,51.9733,21.2144,Poland
Dabrowa Tarnowska,50.1667,20.9833,Poland
Janow Lubelski,50.7167,22.4167,Poland
Nowe Miasto Lubawskie,53.4256,19.5878,Poland
Gora,51.6667,16.5500,Poland
Drawsko Pomorskie,53.5333,15.8000,Poland
Krynica,49.4117,20.9550,Poland
Ciechocinek,52.8833,18.7833,Poland
Mogilno,52.6500,17.9500,Poland
Komorniki,52.2667,16.7000,Poland
Czarnkow,52.9000,16.5667,Poland
Miechow,50.3578,20.0325,Poland
Krosno Odrzanskie,52.0333,15.1000,Poland
Lubawa,53.5000,19.7500,Poland
Wegorzewo,54.2167,21.7500,Poland
Miastko,54.0167,16.9833,Poland
Szprotawa,51.5667,15.5333,Poland
Wisla,49.6549,18.8595,Poland
Mysliborz,52.9333,14.8667,Poland
Milicz,51.5333,17.2833,Poland
Szydlowiec,51.2333,20.8500,Poland
Rogozno,52.7492,16.9997,Poland
Koronowo,53.3167,17.9333,Poland
Wronki,52.7000,16.3833,Poland
Kowary,50.7917,15.8333,Poland
Krzeszowice,50.1333,19.6333,Poland
Kolno,53.4106,21.9339,Poland
Nowa Deba,50.4333,21.7667,Poland
Kielczow,51.1406,17.1783,Poland
Zdzieszowice,50.4192,18.1236,Poland
Parczew,51.6333,22.8667,Poland
Biskupiec,53.8667,20.9667,Poland
Glogow Malopolski,50.1667,21.9667,Poland
Murowana Goslina,52.5667,17.0167,Poland
Miedzychod,52.6000,15.8833,Poland
Sycow,51.3100,17.7236,Poland
Kokoszki,54.3541,18.4915,Poland
Pinczow,50.5333,20.5333,Poland
Siechnice,51.0367,17.1525,Poland
Ozimek,50.6731,18.2131,Poland
Makow Mazowiecki,52.8667,21.1000,Poland
Czersk Pomorski,53.7928,17.9739,Poland
Banino,54.3922,18.4062,Poland
Puszczykowo,52.2817,16.8542,Poland
Sulecin,52.4444,15.1111,Poland
Strzelce Krajenskie,52.8756,15.5319,Poland
Bukowno,50.2681,19.4631,Poland
Kostrzyn,52.3942,17.2222,Poland
Kudowa-Zdroj,50.4383,16.2394,Poland
Karczew,52.0833,21.2500,Poland
Pobiedziska,52.4833,17.4833,Poland
Lobez,53.6333,15.6167,Poland
Drezdenko,52.8333,15.8333,Poland
Wloszczowa,50.8542,19.9669,Poland
Monki,53.4000,22.8167,Poland
Wysokie Mazowieckie,52.9192,22.5144,Poland
Chelmek,50.1167,19.2500,Poland
Nowy Dwor Gdanski,54.2167,19.1167,Poland
Dobre Miasto,53.9875,20.3958,Poland
Trzebiatow,54.0625,15.2656,Poland
Imielin,50.1333,19.2167,Poland
Szubin,53.0167,17.7500,Poland
Stary Sacz,49.5625,20.6364,Poland
Sztum,53.9217,19.0336,Poland
Sroda Slaska,51.1500,16.5833,Poland
Blachownia,50.7833,18.9667,Poland
Lwowek Slaski,51.1167,15.5833,Poland
Ryki,51.6333,21.9333,Poland
Bystrzyca Klodzka,50.3000,16.6500,Poland
Opalenica,52.3078,16.4136,Poland
Lidzbark,53.2603,19.8211,Poland
Kruszwica,52.6772,18.3292,Poland
Skwierzyna,52.6000,15.5000,Poland
Sucha Beskidzka,49.7403,19.5886,Poland
Grodek Nad Dunajcem,49.7333,20.7167,Poland
Oborniki Slaskie,51.2986,16.9017,Poland
Ziebice,50.6000,17.0333,Poland
Olesno,50.8750,18.4167,Poland
Kozuchow,51.7500,15.6000,Poland
Zychlin,52.2453,19.6236,Poland
Czarna Bialostocka,53.3000,23.2833,Poland
Sepolno Krajenskie,53.4500,17.5300,Poland
Kamien Pomorski,53.9700,14.7725,Poland
Kolbuszowa,50.2500,21.7667,Poland
Ustrzyki Dolne,49.4297,22.5867,Poland
Strzyzow,49.8833,21.7833,Poland
Koscielisko,49.2833,19.8833,Poland
Zuromin,53.0667,19.9000,Poland
Poniatowa,51.1833,22.0667,Poland
Wieruszow,51.3000,18.1500,Poland
Lisbon,38.7253,-9.1500,Portugal
Porto,41.1621,-8.6220,Portugal
Aves,41.4400,-8.3000,Portugal
Sintra,38.7992,-9.3883,Portugal
Vila Nova de Gaia,41.1333,-8.6167,Portugal
Cascais,38.7000,-9.4167,Portugal
Loures,38.8333,-9.1667,Portugal
Braga,41.5503,-8.4200,Portugal
Amadora,38.7333,-9.2333,Portugal
Almada,38.6803,-9.1583,Portugal
Matosinhos,41.1833,-8.7000,Portugal
Oeiras,38.6833,-9.3167,Portugal
Gondomar,41.1500,-8.5333,Portugal
Seixal,38.6500,-9.1000,Portugal
Guimaraes,41.4500,-8.3000,Portugal
Odivelas,38.7903,-9.1797,Portugal
Coimbra,40.2111,-8.4292,Portugal
Vila Franca de Xira,38.9500,-8.9833,Portugal
Maia,41.2333,-8.6167,Portugal
Famalicao,41.4167,-8.5167,Portugal
Leiria,39.7500,-8.8000,Portugal
Setubal,38.5243,-8.8926,Portugal
Barcelos,41.5167,-8.6167,Portugal
Funchal,32.6500,-16.9167,Portugal
Viseu,40.6667,-7.9167,Portugal
Queluz,38.7514,-9.2664,Portugal
Viana do Castelo,41.7000,-8.8333,Portugal
Barreiro,38.6667,-9.0667,Portugal
Aveiro,40.6333,-8.6500,Portugal
Ponta Delgada,37.7400,-25.6700,Portugal
Faro,37.0161,-7.9350,Portugal
Santarem,39.2339,-8.6861,Portugal
Evora,38.5667,-7.9000,Portugal
Castelo Branco,39.8167,-7.5000,Portugal
Rio Tinto,41.1780,-8.5600,Portugal
Vila Real,41.2958,-7.7461,Portugal
Corroios,38.6147,-9.1508,Portugal
Mafamude,41.1152,-8.6036,Portugal
Ermezinde,41.2170,-8.5500,Portugal
Cacem,38.7704,-9.3081,Portugal
Guarda,40.5333,-7.3333,Portugal
Agualva,38.7700,-9.2988,Portugal
Massama,38.7568,-9.2748,Portugal
Senhora da Hora,41.1860,-8.6510,Portugal
Povoa de Santa Iria,38.8620,-9.0690,Portugal
Beja,38.0333,-7.8833,Portugal
Braganca,41.8067,-6.7589,Portugal
Pinhal Novo,38.6310,-8.9140,Portugal
Estoril,38.7042,-9.3983,Portugal
Bougado,41.3370,-8.5590,Portugal
Santa Iria da Azoia,38.8464,-9.0881,Portugal
Fanzeres,41.1667,-8.5333,Portugal
Portalegre,39.3167,-7.4167,Portugal
Falagueira,38.7589,-9.2261,Portugal
Sao Joao da Madeira,40.8972,-8.4889,Portugal
Sacavem,38.7944,-9.1053,Portugal
Valbom,41.1333,-8.5667,Portugal
Anta,41.0073,-8.6250,Portugal
Ericeira,38.9620,-9.4180,Portugal
Valadares,41.0937,-8.6392,Portugal
Valongo,41.1833,-8.5000,Portugal
Paredes,41.2000,-8.3333,Portugal
Vila do Conde,41.3528,-8.7444,Portugal
Torres Vedras,39.0833,-9.2667,Portugal
Mafra,38.9411,-9.3319,Portugal
Penafiel,41.2060,-8.2840,Portugal
Santo Tirso,41.3333,-8.4667,Portugal
Loule,37.1500,-8.0000,Portugal
Oliveira de Azemeis,40.8400,-8.4750,Portugal
Moita,38.6500,-8.9833,Portugal
Povoa de Varzim,41.3800,-8.7608,Portugal
Palmela,38.5667,-8.9000,Portugal
Figueira da Foz,40.1500,-8.8500,Portugal
Felgueiras,41.3667,-8.2000,Portugal
Pacos de Ferreira,41.2667,-8.4000,Portugal
Alcobaca,39.5528,-8.9778,Portugal
Amarante,41.2667,-8.0667,Portugal
Portimao,37.1369,-8.5383,Portugal
Ovar,40.8667,-8.6333,Portugal
Pombal,39.9161,-8.6281,Portugal
Marco de Canavezes,41.1833,-8.1500,Portugal
Caldas da Rainha,39.4072,-9.1358,Portugal
Covilha,40.2833,-7.5000,Portugal
Montijo,38.6833,-8.9000,Portugal
Fafe,41.4500,-8.1667,Portugal
Amora,38.6265,-9.1189,Portugal
Sesimbra,38.4437,-9.0996,Portugal
Vila Verde,41.6500,-8.4333,Portugal
Rio de Mouro,38.7689,-9.3327,Portugal
Lousada,41.3000,-8.2400,Portugal
Agueda,40.5744,-8.4481,Portugal
Ourem,39.6500,-8.5667,Portugal
Olhao,37.0260,-7.8410,Portugal
Albufeira,37.0897,-8.2458,Portugal
Ponte de Lima,41.7667,-8.5667,Portugal
Santa Cruz,32.6833,-16.8000,Portugal
Alenquer,39.0500,-9.0167,Portugal
Chaves,41.7406,-7.4714,Portugal
Tomar,39.6000,-8.4167,Portugal
Trofa,41.3374,-8.5596,Portugal
Abrantes,39.4633,-8.1975,Portugal
Ilhavo,40.6000,-8.6667,Portugal
Marinha Grande,39.7500,-8.9333,Portugal
Silves,37.1869,-8.4389,Portugal
Torres Novas,39.4667,-8.5333,Portugal
Cantanhede,40.3462,-8.5941,Portugal
Camara de Lobos,32.6953,-16.9781,Portugal
Angra do Heroismo,38.6558,-27.2153,Portugal
Angra do Heroìsmo,38.6558,-27.2153,Portugal
Esposende,41.5333,-8.7833,Portugal
Espinho,41.0100,-8.6400,Portugal
Ribeira Grande,37.8167,-25.5167,Portugal
Lagos,37.1028,-8.6728,Portugal
Santiago do Cacem,38.0167,-8.7000,Portugal
Anadia,40.4333,-8.4333,Portugal
Fundao,40.1333,-7.5000,Portugal
Benavente,38.9667,-8.8000,Portugal
Tondela,40.5167,-8.0833,Portugal
Aguas Santas,41.2090,-8.5890,Portugal
Peniche,39.3500,-9.3667,Portugal
Estarreja,40.7500,-8.5667,Portugal
Lamego,41.1008,-7.8100,Portugal
Montemor-o-Velho,40.1667,-8.6833,Portugal
Tavira,37.1167,-7.6500,Portugal
Odemira,37.5833,-8.6333,Portugal
Lourinha,39.2333,-9.3000,Portugal
Albergaria-a-Velha,40.6936,-8.4806,Portugal
Sao Mamede de Infesta,41.2000,-8.6000,Portugal
Seia,40.4220,-7.7024,Portugal
Vizela,41.3667,-8.2667,Portugal
Cartaxo,39.1500,-8.7833,Portugal
Porto de Mos,39.6017,-8.8175,Portugal
Mirandela,41.4853,-7.1817,Portugal
Almeirim,39.2000,-8.6167,Portugal
Canico,32.6412,-16.8504,Portugal
Oliveira do Bairro,40.5167,-8.5000,Portugal
Lagoa,37.1333,-8.4500,Portugal
Vale de Cambra,40.8500,-8.4000,Portugal
Vagos,40.5500,-8.6833,Portugal
Arcos de Valdevez,41.8472,-8.4186,Portugal
Arouca,40.9338,-8.2449,Portugal
Salvaterra de Magos,39.0167,-8.7833,Portugal
Machico,32.7000,-16.7667,Portugal
Belas,38.7754,-9.2716,Portugal
Povoa de Lanhoso,41.5667,-8.2667,Portugal
Azambuja,39.0667,-8.8667,Portugal
Entroncamento,39.4653,-8.4681,Portugal
Alfena,41.2381,-8.5253,Portugal
Rio Maior,39.3333,-8.9333,Portugal
Praia da Vitoria,38.7333,-27.0667,Portugal
Oliveira do Hospital,40.3589,-7.8625,Portugal
Elvas,38.8667,-7.1500,Portugal
Baiao,41.1667,-8.0333,Portugal
Mealhada,40.3833,-8.4500,Portugal
Cinfaes,41.1000,-8.1333,Portugal
Celorico de Basto,41.3833,-8.0000,Portugal
Mangualde,40.6042,-7.7611,Portugal
Coruche,38.9569,-8.5269,Portugal
Vila Real de Santo Antonio,37.1939,-7.4158,Portugal
Moncao,42.0733,-8.4800,Portugal
Soure,40.0500,-8.6333,Portugal
Amares,41.6167,-8.3333,Portugal
Lousa,40.1125,-8.2469,Portugal
Alcochete,38.7500,-8.9667,Portugal
Montemor-o-Novo,38.6500,-8.2167,Portugal
Peso da Regua,41.1653,-7.7764,Portugal
Condeixa-a-Nova,40.1167,-8.5000,Portugal
Sao Pedro do Sul,40.7500,-8.0667,Portugal
Sobrado de Paiva,41.0333,-8.2667,Portugal
Cabeceiras de Basto,41.5333,-8.0167,Portugal
Ponte de Sor,39.2500,-8.0167,Portugal
Quarteira,37.0690,-8.1030,Portugal
Batalha,39.6500,-8.8000,Portugal
Serta,39.8000,-8.1000,Portugal
Macedo de Cavaleiros,41.5389,-6.9608,Portugal
Serpa,37.9447,-7.5989,Portugal
Castro Daire,40.9000,-7.9333,Portugal
Nazare,39.6000,-9.0667,Portugal
Penacova,40.2706,-8.2833,Portugal
Moura,38.1333,-7.4500,Portugal
Horta,38.5333,-28.6333,Portugal
Gafanha da Nazare,40.6350,-8.7140,Portugal
Grandola,38.1700,-8.5600,Portugal
Cadaval,39.2333,-9.1000,Portugal
Lagoa,37.7500,-25.5833,Portugal
Estremoz,38.8500,-7.5833,Portugal
Sines,37.9547,-8.8644,Portugal
Valenca,42.0167,-8.6333,Portugal
Nelas,40.5167,-7.8500,Portugal
Gouveia,40.5000,-7.6000,Portugal
Alcanena,39.4667,-8.6667,Portugal
Arcozelo,41.0555,-8.6395,Portugal
Fatima,39.6255,-8.6659,Portugal
Sao Felix da Marinha,41.0340,-8.6230,Portugal
Arruda dos Vinhos,38.9833,-9.0667,Portugal
Eiras,40.2421,-8.4240,Portugal
Ribeira Brava,32.6833,-17.0500,Portugal
Bombarral,39.2681,-9.1553,Portugal
Vila Pouca de Aguiar,41.5006,-7.6422,Portugal
Ansiao,39.9167,-8.4333,Portugal
Miranda do Corvo,40.1000,-8.3333,Portugal
Vieira do Minho,41.6333,-8.1333,Portugal
Alcacer do Sal,38.3725,-8.5136,Portugal
Esmoriz,40.9550,-8.6270,Portugal
Costa de Caparica,38.6446,-9.2356,Portugal
Mira,40.4333,-8.7333,Portugal
Sabugal,40.3500,-7.0833,Portugal
Satao,40.7333,-7.7333,Portugal
Sever do Vouga,40.7333,-8.3667,Portugal
Arganil,40.2180,-8.0540,Portugal
Tabua,40.3603,-8.0292,Portugal
Ponte da Barca,41.8000,-8.4167,Portugal
Alijo,41.2761,-7.4750,Portugal
Vendas Novas,38.6833,-8.4500,Portugal
Obidos,39.3581,-9.1578,Portugal
Santa Comba Dao,40.4000,-8.1167,Portugal
Calheta,32.7258,-17.1658,Portugal
Resende,41.1060,-7.9640,Portugal
Vila Franca do Campo,37.7167,-25.4333,Portugal
Melres,41.0667,-8.4000,Portugal
Sao Joao de Ver,40.9540,-8.5510,Portugal
Santo Andre,38.0500,-8.7500,Portugal
Reguengos de Monsaraz,38.4167,-7.5333,Portugal
Sao Bras de Alportel,37.1500,-7.8833,Portugal
Murtosa,40.7333,-8.6333,Portugal
Aver-o-Mar,41.4039,-8.7690,Portugal
Vouzela,40.7167,-8.0833,Portugal
Montalegre,41.8231,-7.7917,Portugal
Praia do Carvoeiro,37.1200,-8.4600,Portugal
Sobral de Monte Agraco,39.0180,-9.1520,Portugal
Oliveira de Frades,40.7167,-8.1833,Portugal
Moimenta da Beira,40.9797,-7.6136,Portugal
Chamusca,39.3500,-8.4833,Portugal
Carregal do Sal,40.4333,-8.0000,Portugal
Trancoso,40.7833,-7.3500,Portugal
Idanha-a-Nova,39.9167,-7.2333,Portugal
Pinhel,40.7833,-7.0667,Portugal
Mortagua,40.4333,-8.2333,Portugal
Mogadouro,41.3333,-6.7167,Portugal
Vila Nova de Cerveira,41.9667,-8.6833,Portugal
Aljustrel,37.9167,-8.1667,Portugal
Paredes de Coura,41.9127,-8.5622,Portugal
Melgaco,42.1167,-8.2667,Portugal
Almargem,38.8475,-9.2714,Portugal
Vinhais,41.8167,-7.0000,Portugal
Ponta do Sol,32.6806,-17.1042,Portugal
Ferreira do Zezere,39.6833,-8.2833,Portugal
Torre de Moncorvo,41.2000,-7.1333,Portugal
San Juan,18.3985,-66.0610,Puerto Rico
Aguadilla,18.4382,-67.1537,Puerto Rico
Bayamon,18.3794,-66.1635,Puerto Rico
Carolina,18.4054,-65.9792,Puerto Rico
Ponce,18.0127,-66.6212,Puerto Rico
Arecibo,18.4491,-66.7387,Puerto Rico
San German,18.0827,-67.0460,Puerto Rico
Yauco,18.0344,-66.8615,Puerto Rico
Caguas,18.2319,-66.0388,Puerto Rico
Guaynabo,18.3832,-66.1134,Puerto Rico
Guayama,17.9743,-66.1104,Puerto Rico
Trujillo Alto,18.3599,-66.0096,Puerto Rico
Cayey,18.1150,-66.1630,Puerto Rico
Rio Grande,18.3789,-65.8388,Puerto Rico
Manati,18.4283,-66.4823,Puerto Rico
Cano Martin Pena,18.4309,-66.0507,Puerto Rico
Coamo,18.0765,-66.3638,Puerto Rico
Pajaros,18.3610,-66.2184,Puerto Rico
Mayaguez,18.2003,-67.1397,Puerto Rico
Fajardo,18.3331,-65.6589,Puerto Rico
Juana Diaz,18.0532,-66.5044,Puerto Rico
Florida,18.3643,-66.5611,Puerto Rico
Catano,18.4375,-66.1440,Puerto Rico
Vega Baja,18.4406,-66.3997,Puerto Rico
Humacao,18.1520,-65.8204,Puerto Rico
Candelaria,18.4042,-66.2175,Puerto Rico
Dorado,18.4657,-66.2726,Puerto Rico
Canovanas,18.3693,-65.9009,Puerto Rico
Hormigueros,18.1437,-67.1199,Puerto Rico
Sabana Grande,18.0832,-66.9645,Puerto Rico
Isabela,18.4991,-67.0220,Puerto Rico
Cabo Rojo,18.0867,-67.1482,Puerto Rico
Corozal,18.3410,-66.3124,Puerto Rico
Vega Alta,18.4151,-66.3211,Puerto Rico
San Lorenzo,18.1875,-65.9680,Puerto Rico
San Sebastian,18.3356,-66.9948,Puerto Rico
Aibonito,18.1398,-66.2659,Puerto Rico
Doha,25.2867,51.5333,Qatar
Ar Rayyan,25.2500,51.4000,Qatar
Al Khawr,25.6900,51.5100,Qatar
Ash Shihaniyah,25.3722,51.2047,Qatar
Al Wakrah,25.1800,51.6100,Qatar
Nu`ayjah,25.2525,51.5592,Qatar
Umm Salal `Ali,25.4697,51.3975,Qatar
Az Za`ayin,25.5669,51.4847,Qatar
Madinat ash Shamal,26.1167,51.2167,Qatar
Umm Qurun,25.2500,51.3732,Qatar
Adh Dhakhirah,25.7347,51.5475,Qatar
Al Jumayliyah,25.6208,51.0819,Qatar
Saint-Denis,-20.8789,55.4481,Reunion
Saint-Benoit,-21.0339,55.7128,Reunion
Bucharest,44.4325,26.1039,Romania
Cluj-Napoca,46.7667,23.5833,Romania
Timisoara,45.7597,21.2300,Romania
Iasi,47.1622,27.5889,Romania
Brasov,45.6667,25.6167,Romania
Constanta,44.1667,28.6333,Romania
Craiova,44.3333,23.8167,Romania
Galati,45.4233,28.0425,Romania
Ploiesti,44.9411,26.0225,Romania
Oradea,47.0722,21.9211,Romania
Braila,45.2692,27.9575,Romania
Arad,46.1750,21.3125,Romania
Pitesti,44.8606,24.8678,Romania
Sibiu,45.7928,24.1519,Romania
Bacau,46.5833,26.9167,Romania
Targu-Mures,46.5456,24.5625,Romania
Baia Mare,47.6667,23.5833,Romania
Buzau,45.1531,26.8208,Romania
Botosani,47.7486,26.6694,Romania
Satu Mare,47.7900,22.8900,Romania
Ramnicu Valcea,45.1047,24.3756,Romania
Drobeta-Turnu Severin,44.6333,22.6500,Romania
Suceava,47.6514,26.2556,Romania
Piatra Neamt,46.9275,26.3708,Romania
Resita,45.3008,21.8892,Romania
Targu Jiu,45.0342,23.2747,Romania
Targoviste,44.9244,25.4572,Romania
Focsani,45.7000,27.1797,Romania
Bistrita,47.1333,24.5000,Romania
Tulcea,45.1900,28.8000,Romania
Slatina,44.4297,24.3642,Romania
Calarasi,44.2000,27.3333,Romania
Alba Iulia,46.0669,23.5700,Romania
Vaslui,46.6383,27.7292,Romania
Giurgiu,43.9008,25.9739,Romania
Hunedoara,45.7697,22.9203,Romania
Barlad,46.2167,27.6667,Romania
Zalau,47.1911,23.0572,Romania
Sfantu-Gheorghe,45.8636,25.7875,Romania
Slobozia,44.5639,27.3661,Romania
Alexandria,43.9686,25.3333,Romania
Miercurea-Ciuc,46.3594,25.8017,Romania
Oltenita,44.0867,26.6367,Romania
